Unnamed: 0,comment,label_id,label_lineage_names,label_name,label_uuid,point_id,point_media_deployment_campaign_key,point_media_deployment_key,point_media_id,point_media_key,point_media_path_best,point_pose_alt,point_pose_dep,point_pose_lat,point_pose_lon,point_pose_timestamp,point_x,point_y,tag_names,updated_at
15,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2028212,Tasmania201006,r20100604_230524_lanterns_14_shallow,2534786,PR_20100604_231255_205_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231255_205_LC16.jpg,1.863,22.115123,-43.13663264,148.00563125,2010-06-04 23:12:55,0.8333333333333334,0.8333333333333334,,2021-03-29 23:33:21.503575
16,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2028209,Tasmania201006,r20100604_230524_lanterns_14_shallow,2534786,PR_20100604_231255_205_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231255_205_LC16.jpg,1.863,22.115123,-43.13663264,148.00563125,2010-06-04 23:12:55,0.8333333333333334,0.1666666666666666,,2021-03-29 23:33:21.507188
21,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2028190,Tasmania201006,r20100604_230524_lanterns_14_shallow,2534675,PR_20100604_231104_196_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231104_196_LC16.jpg,1.98,21.275946,-43.13640139,148.00610903,2010-06-04 23:11:04,0.5,0.5,,2021-03-23 22:23:40.327003
22,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2028188,Tasmania201006,r20100604_230524_lanterns_14_shallow,2534675,PR_20100604_231104_196_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231104_196_LC16.jpg,1.98,21.275946,-43.13640139,148.00610903,2010-06-04 23:11:04,0.1666666666666666,0.1666666666666666,,2021-03-23 22:23:40.331408
23,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2028189,Tasmania201006,r20100604_230524_lanterns_14_shallow,2534675,PR_20100604_231104_196_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231104_196_LC16.jpg,1.98,21.275946,-43.13640139,148.00610903,2010-06-04 23:11:04,0.8333333333333334,0.1666666666666666,,2021-03-23 22:23:40.331414
24,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2028202,Tasmania201006,r20100604_230524_lanterns_14_shallow,2534776,PR_20100604_231245_198_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231245_198_LC16.jpg,1.95,21.170023,-43.13660764,148.00568056,2010-06-04 23:12:45,0.8333333333333334,0.8333333333333334,,2021-03-29 23:21:56.408224
26,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2028199,Tasmania201006,r20100604_230524_lanterns_14_shallow,2534776,PR_20100604_231245_198_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231245_198_LC16.jpg,1.95,21.170023,-43.13660764,148.00568056,2010-06-04 23:12:45,0.8333333333333334,0.1666666666666666,,2021-03-29 23:21:56.413187
30,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2028197,Tasmania201006,r20100604_230524_lanterns_14_shallow,2534678,PR_20100604_231107_233_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231107_233_LC16.jpg,1.835,21.321171,-43.13640833,148.00609931,2010-06-04 23:11:07,0.8333333333333334,0.8333333333333334,,2021-03-29 23:21:27.927923
32,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2028216,Tasmania201006,r20100604_230524_lanterns_14_shallow,2534813,PR_20100604_231322_242_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231322_242_LC16.jpg,1.73,23.447597,-43.13669722,148.00549583,2010-06-04 23:13:22,0.1666666666666666,0.8333333333333334,,2021-03-29 23:34:53.952605
33,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2028213,Tasmania201006,r20100604_230524_lanterns_14_shallow,2534813,PR_20100604_231322_242_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231322_242_LC16.jpg,1.73,23.447597,-43.13669722,148.00549583,2010-06-04 23:13:22,0.1666666666666666,0.1666666666666666,,2021-03-29 23:34:56.785262
34,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2028217,Tasmania201006,r20100604_230524_lanterns_14_shallow,2534813,PR_20100604_231322_242_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231322_242_LC16.jpg,1.73,23.447597,-43.13669722,148.00549583,2010-06-04 23:13:22,0.8333333333333334,0.8333333333333334,,2021-03-29 23:34:59.651698
35,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2028224,Tasmania201006,r20100604_230524_lanterns_14_shallow,2534814,PR_20100604_231323_248_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231323_248_LC16.jpg,1.843,23.490387,-43.13669861,148.00548958,2010-06-04 23:13:23,0.8333333333333334,0.1666666666666666,,2021-03-29 23:46:48.693543
37,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2028229,Tasmania201006,r20100604_230524_lanterns_14_shallow,2534819,PR_20100604_231328_212_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231328_212_LC16.jpg,2.055,23.43462,-43.13670972,148.00546181,2010-06-04 23:13:28,0.8333333333333334,0.1666666666666666,,2021-03-29 23:47:15.892256
38,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2028228,Tasmania201006,r20100604_230524_lanterns_14_shallow,2534819,PR_20100604_231328_212_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231328_212_LC16.jpg,2.055,23.43462,-43.13670972,148.00546181,2010-06-04 23:13:28,0.1666666666666666,0.1666666666666666,,2021-03-29 23:47:30.309532
46,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2028206,Tasmania201006,r20100604_230524_lanterns_14_shallow,2534784,PR_20100604_231253_206_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231253_206_LC16.jpg,2.053,21.855276,-43.13662639,148.00564028,2010-06-04 23:12:53,0.1666666666666666,0.8333333333333334,,2021-03-30 04:38:19.828283
55,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2032854,Tasmania201006,r20100604_230524_lanterns_14_shallow,2534822,PR_20100604_231331_249_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231331_249_LC16.jpg,1.99,23.595301,-43.13671667,148.00544722,2010-06-04 23:13:31,0.1666666666666666,0.8333333333333334,,2021-03-29 23:48:01.854167
56,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2032853,Tasmania201006,r20100604_230524_lanterns_14_shallow,2534822,PR_20100604_231331_249_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231331_249_LC16.jpg,1.99,23.595301,-43.13671667,148.00544722,2010-06-04 23:13:31,0.5,0.5,,2021-03-29 23:48:06.195306
68,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2032867,Tasmania201006,r20100604_230524_lanterns_14_shallow,2534841,PR_20100604_231350_208_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231350_208_LC16.jpg,1.848,23.82273,-43.13675833,148.00535625,2010-06-04 23:13:50,0.8333333333333334,0.8333333333333334,,2021-03-29 23:48:35.675868
69,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2032916,Tasmania201006,r20100604_230524_lanterns_14_shallow,2534928,PR_20100604_231517_215_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231517_215_LC16.jpg,1.877,24.574519,-43.13695833,148.00492153,2010-06-04 23:15:17,0.1666666666666666,0.8333333333333334,,2021-03-29 23:56:25.304390
70,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2032914,Tasmania201006,r20100604_230524_lanterns_14_shallow,2534928,PR_20100604_231517_215_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231517_215_LC16.jpg,1.877,24.574519,-43.13695833,148.00492153,2010-06-04 23:15:17,0.8333333333333334,0.1666666666666666,,2021-03-29 23:56:28.239863
71,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2032915,Tasmania201006,r20100604_230524_lanterns_14_shallow,2534928,PR_20100604_231517_215_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231517_215_LC16.jpg,1.877,24.574519,-43.13695833,148.00492153,2010-06-04 23:15:17,0.5,0.5,,2021-03-29 23:58:39.844999
72,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2032996,Tasmania201006,r20100604_230524_lanterns_14_shallow,2535092,PR_20100604_231801_267_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231801_267_LC16.jpg,1.863,28.101226,-43.13713889,148.00422361,2010-06-04 23:18:01,0.1666666666666666,0.8333333333333334,,2021-03-30 00:04:18.419036
73,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2032997,Tasmania201006,r20100604_230524_lanterns_14_shallow,2535092,PR_20100604_231801_267_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231801_267_LC16.jpg,1.863,28.101226,-43.13713889,148.00422361,2010-06-04 23:18:01,0.8333333333333334,0.8333333333333334,,2021-03-30 00:04:21.366374
74,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2033122,Tasmania201006,r20100604_230524_lanterns_14_shallow,2535410,PR_20100604_232319_289_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_232319_289_LC16.jpg,2.175,25.71886,-43.13722361,148.00433056,2010-06-04 23:23:19,0.8333333333333334,0.8333333333333334,,2021-03-30 00:24:44.515250
75,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2033123,Tasmania201006,r20100604_230524_lanterns_14_shallow,2535423,PR_20100604_232332_294_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_232332_294_LC16.jpg,1.97,26.727059000000004,-43.13717778,148.00429028,2010-06-04 23:23:32,0.1666666666666666,0.1666666666666666,,2021-03-30 00:24:54.879097
76,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2033126,Tasmania201006,r20100604_230524_lanterns_14_shallow,2535423,PR_20100604_232332_294_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_232332_294_LC16.jpg,1.97,26.727059000000004,-43.13717778,148.00429028,2010-06-04 23:23:32,0.1666666666666666,0.8333333333333334,,2021-03-30 00:24:57.408035
77,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2033135,Tasmania201006,r20100604_230524_lanterns_14_shallow,2535437,PR_20100604_232346_313_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_232346_313_LC16.jpg,1.873,27.978722,-43.13713264,148.00424861,2010-06-04 23:23:46,0.5,0.5,,2021-03-30 00:25:07.772312
78,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2033137,Tasmania201006,r20100604_230524_lanterns_14_shallow,2535437,PR_20100604_232346_313_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_232346_313_LC16.jpg,1.873,27.978722,-43.13713264,148.00424861,2010-06-04 23:23:46,0.8333333333333334,0.8333333333333334,,2021-03-30 00:25:10.091330
87,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2033119,Tasmania201006,r20100604_230524_lanterns_14_shallow,2535410,PR_20100604_232319_289_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_232319_289_LC16.jpg,2.175,25.71886,-43.13722361,148.00433056,2010-06-04 23:23:19,0.8333333333333334,0.1666666666666666,,2021-03-30 05:12:53.062895
90,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2033127,Tasmania201006,r20100604_230524_lanterns_14_shallow,2535423,PR_20100604_232332_294_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_232332_294_LC16.jpg,1.97,26.727059000000004,-43.13717778,148.00429028,2010-06-04 23:23:32,0.8333333333333334,0.8333333333333334,,2021-03-30 05:13:04.500494
92,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2033131,Tasmania201006,r20100604_230524_lanterns_14_shallow,2535425,PR_20100604_232334_285_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_232334_285_LC16.jpg,2.175,26.717628,-43.13717014,148.00428472,2010-06-04 23:23:34,0.1666666666666666,0.8333333333333334,,2021-03-30 05:13:14.433435
100,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2032868,Tasmania201006,r20100604_230524_lanterns_14_shallow,2534843,PR_20100604_231352_215_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231352_215_LC16.jpg,1.8,23.719633,-43.1367625,148.00534514,2010-06-04 23:13:52,0.1666666666666666,0.1666666666666666,,2021-03-29 23:48:42.469560
101,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2032871,Tasmania201006,r20100604_230524_lanterns_14_shallow,2534843,PR_20100604_231352_215_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231352_215_LC16.jpg,1.8,23.719633,-43.1367625,148.00534514,2010-06-04 23:13:52,0.1666666666666666,0.8333333333333334,,2021-03-29 23:48:45.386674
102,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2032879,Tasmania201006,r20100604_230524_lanterns_14_shallow,2534859,PR_20100604_231408_216_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231408_216_LC16.jpg,2.04,23.833584,-43.1368,148.00526528,2010-06-04 23:14:08,0.8333333333333334,0.1666666666666666,,2021-03-29 23:49:34.428891
103,,7326,Biota > Macroalgae > Large canopy-forming > Brown > Ecklonia radiata,Ecklonia radiata,5b3ca3b9-20c0-4a7f-a08e-14ebd493f9cf,2032880,Tasmania201006,r20100604_230524_lanterns_14_shallow,2534859,PR_20100604_231408_216_LC16,https://s3-ap-southeast-2.amazonaws.com/imos-data/IMOS/AUV/auv_viewer_data/images/Tasmania201006/r20100604_230524_lanterns_14_shallow/full_res/PR_20100604_231408_216_LC16.jpg,2.04,23.833584,-43.1368,148.00526528,2010-06-04 23:14:08,0.5,0.5,,2021-03-29 23:49:51.774465
